"age","workclass","education","education.num","marital.status","occupation","relationship","race","sex","capital.gain","capital.loss","hours.per.week","native.country","income"
42,"Local-gov","Higher Education",13,"Separated","Exec-managerial","Not-in-family","White","Male",0,0,45,"United States",">50K"
45,"Private","Higher Education",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,55,"United States","<=50K"
23,"Private","Higher Education",13,"Never-married","Prof-specialty","Own-child","White","Male",0,0,50,"United States","<=50K"
31,"Private","High School",9,"Never-married","Transport-moving","Not-in-family","White","Male",0,0,50,"United States","<=50K"
39,"Private","Higher Education",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,"United States",">50K"
44,"Private","High School",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United States",">50K"
26,"Self-emp-not-inc","Postgraduate",14,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,50,"United States","<=50K"
26,"Private","Middle",6,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,35,"United States","<=50K"
38,"Private","Middle",7,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,45,"United States","<=50K"
52,"Self-emp-inc","Higher Education",15,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United States","<=50K"
41,"Self-emp-not-inc","Higher Education",10,"Divorced","Craft-repair","Not-in-family","White","Male",0,0,40,"United States","<=50K"
32,"Private","High School",9,"Separated","Adm-clerical","Unmarried","White","Female",0,0,40,"United States","<=50K"
44,"Private","Higher Education",10,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,18,"United States",">50K"
30,"Private","Higher Education",13,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,55,"United States",">50K"
28,"Private","Middle",4,"Married-civ-spouse","Machine-op-inspct","Other-relative","Asian-Pac-Islander","Female",0,0,48,"Asia","<=50K"
25,"Private","High School",9,"Married-civ-spouse","Tech-support","Other-relative","White","Female",0,0,48,"United States",">50K"
90,"Private","Higher Education",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,45,"United States","<=50K"
44,"Self-emp-not-inc","Higher Education",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United States","<=50K"
77,"Local-gov","High School",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,6,"United States","<=50K"
26,"Private","Higher Education",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,50,"United States","<=50K"
32,"Private","Higher Education",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United States",">50K"
32,"Private","High School",9,"Never-married","Adm-clerical","Own-child","White","Male",0,0,38,"United States","<=50K"
51,"Local-gov","Postgraduate",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United States",">50K"
49,"Private","Higher Education",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United States",">50K"
28,"Private","Higher Education",13,"Never-married","Transport-moving","Unmarried","White","Male",0,0,20,"United States","<=50K"
45,"Self-emp-not-inc","High School",9,"Married-civ-spouse","Sales","Husband","Asian-Pac-Islander","Male",0,0,50,"Africa",">50K"
39,"Local-gov","Middle",6,"Divorced","Handlers-cleaners","Own-child","Black","Male",0,0,40,"United States","<=50K"
49,"Federal-gov","High School",9,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United States",">50K"
31,"Private","Higher Education",13,"Never-married","Exec-managerial","Not-in-family","Black","Female",0,0,40,"United States","<=50K"
29,"Private","High School",9,"Never-married","Machine-op-inspct","Not-in-family","White","Male",0,0,48,"United States","<=50K"
54,"Self-emp-inc","Higher Education",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,45,"United States",">50K"
26,"Private","High School",9,"Never-married","Handlers-cleaners","Not-in-family","White","Male",0,0,40,"United States","<=50K"
47,"Private","Higher Education",10,"Never-married","Sales","Not-in-family","White","Male",0,0,70,"United States",">50K"
30,"Private","Higher Education",13,"Never-married","Exec-managerial","Unmarried","White","Female",0,0,45,"United States",">50K"
49,"Private","High School",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,60,"United States",">50K"
37,"Private","Higher Education",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,55,"United States",">50K"
72,"Private","Middle",5,"Married-civ-spouse","Exec-managerial","Wife","Asian-Pac-Islander","Female",0,0,48,"United States",">50K"
27,"Private","High School",9,"Never-married","Farming-fishing","Own-child","Black","Male",0,0,30,"United States","<=50K"
28,"Private","High School",9,"Never-married","Craft-repair","Own-child","White","Male",0,0,70,"United States","<=50K"
23,"Private","Higher Education",10,"Never-married","Other-service","Own-child","White","Female",0,0,20,"United States","<=50K"
39,"Private","Postgraduate",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"SudAmerica",">50K"
23,"Private","Middle",7,"Never-married","Craft-repair","Own-child","White","Male",0,0,40,"United States","<=50K"
35,"Private","Higher Education",12,"Divorced","Other-service","Own-child","White","Female",0,0,40,"United States","<=50K"
47,"Private","Higher Education",11,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United States",">50K"
44,"Federal-gov","Higher Education",10,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,40,"United States","<=50K"
32,"State-gov","Postgraduate",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United States","<=50K"
36,"Private","Higher Education",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United States",">50K"
27,"Self-emp-not-inc","Higher Education",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,60,"United States",">50K"
53,"Private","Higher Education",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United States",">50K"
20,"Private","High School",9,"Never-married","Sales","Not-in-family","White","Female",0,0,40,"United States","<=50K"
47,"Private","High School",9,"Divorced","Other-service","Not-in-family","Asian-Pac-Islander","Female",0,0,40,"United States","<=50K"
66,"Private","High School",9,"Widowed","Adm-clerical","Not-in-family","White","Female",0,0,40,"United States","<=50K"
37,"Private","Higher Education",13,"Married-civ-spouse","Other-service","Wife","Asian-Pac-Islander","Female",0,0,30,"United States",">50K"
51,"Local-gov","Higher Education",10,"Married-civ-spouse","Exec-managerial","Husband","Black","Male",0,0,40,"United States",">50K"
36,"Local-gov","Higher Education",10,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,40,"United States",">50K"
25,"Self-emp-not-inc","Higher Education",10,"Never-married","Machine-op-inspct","Own-child","White","Male",0,0,40,"United States","<=50K"
19,"Private","High School",9,"Never-married","Farming-fishing","Own-child","White","Male",0,0,45,"United States","<=50K"
47,"Private","Higher Education",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,45,"United States","<=50K"
34,"Private","Higher Education",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United States",">50K"
40,"Private","Higher Education",10,"Separated","Exec-managerial","Unmarried","White","Female",0,0,60,"United States","<=50K"
51,"Self-emp-inc","Higher Education",12,"Married-civ-spouse","Sales","Husband","White","Male",0,0,38,"United States",">50K"
31,"Federal-gov","High School",9,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,40,"United States",">50K"
37,"Private","High School",9,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,44,"United States",">50K"
52,"Private","Higher Education",10,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,45,"United States",">50K"
47,"State-gov","Higher Education",13,"Divorced","Exec-managerial","Not-in-family","White","Female",0,0,40,"United States",">50K"
30,"Private","High School",9,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,60,"United States",">50K"
57,"Private","High School",9,"Never-married","Sales","Unmarried","White","Female",0,0,40,"United States","<=50K"
45,"Local-gov","Postgraduate",14,"Divorced","Prof-specialty","Not-in-family","White","Female",0,0,30,"United States","<=50K"
39,"Private","High School",9,"Never-married","Craft-repair","Own-child","White","Male",0,0,40,"United States","<=50K"
42,"Private","High School",9,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,53,"United States","<=50K"
20,"Private","High School",9,"Never-married","Machine-op-inspct","Own-child","White","Female",0,0,40,"United States","<=50K"
25,"Private","Higher Education",13,"Never-married","Tech-support","Own-child","White","Male",0,0,40,"United States","<=50K"
35,"Private","High School",9,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,70,"United States","<=50K"
44,"Local-gov","High School",9,"Married-civ-spouse","Other-service","Wife","Black","Female",0,0,38,"SudAmerica",">50K"
47,"State-gov","Higher Education",10,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United States","<=50K"
44,"Private","High School",9,"Never-married","Sales","Not-in-family","Asian-Pac-Islander","Female",0,0,40,"United States","<=50K"
46,"Private","Higher Education",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United States",">50K"
49,"Private","High School",9,"Widowed","Tech-support","Unmarried","White","Male",0,0,40,"United States","<=50K"
31,"State-gov","Higher Education",13,"Divorced","Prof-specialty","Not-in-family","White","Male",0,0,40,"United States","<=50K"
29,"Private","Higher Education",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,55,"United States","<=50K"
33,"Self-emp-inc","Higher Education",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United States",">50K"
47,"Self-emp-not-inc","Primary",3,"Married-civ-spouse","Sales","Husband","White","Male",0,0,55,"Europe",">50K"
21,"Private","Higher Education",10,"Never-married","Other-service","Not-in-family","White","Female",0,0,37,"United States","<=50K"
22,"Private","Higher Education",10,"Never-married","Other-service","Own-child","Black","Female",0,0,15,"United States","<=50K"
45,"Private","Higher Education",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United States",">50K"
32,"Self-emp-not-inc","Higher Education",11,"Divorced","Sales","Unmarried","White","Male",0,0,50,"United States","<=50K"
38,"Private","High School",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,"United States","<=50K"
27,"Private","Higher Education",13,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,40,"United States",">50K"
37,"Private","Higher Education",12,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United States",">50K"
54,"Self-emp-not-inc","Higher Education",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,45,"United States",">50K"
36,"Private","Higher Education",12,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,50,"United States",">50K"
63,"Self-emp-inc","Postgraduate",14,"Married-civ-spouse","Sales","Husband","White","Male",0,0,68,"United States",">50K"
29,"Private","Higher Education",10,"Never-married","Sales","Not-in-family","White","Male",0,0,30,"United States","<=50K"
50,"Private","Middle",7,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,70,"United States",">50K"
30,"Private","Middle",5,"Married-civ-spouse","Handlers-cleaners","Other-relative","White","Male",0,0,40,"Mexico","<=50K"
39,"Private","High School",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United States","<=50K"
49,"Local-gov","Higher Education",13,"Never-married","Prof-specialty","Own-child","White","Female",0,0,50,"United States","<=50K"
31,"Private","High School",9,"Separated","Exec-managerial","Unmarried","White","Female",0,0,12,"United States","<=50K"
47,"Private","High School",9,"Married-civ-spouse","Machine-op-inspct","Wife","Black","Female",0,0,40,"United States",">50K"
42,"Private","High School",9,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"United States","<=50K"
33,"Private","Higher Education",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,48,"United States",">50K"
45,"Private","Postgraduate",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United States",">50K"
22,"Private","Middle",6,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,30,"United States","<=50K"
23,"Private","Middle",4,"Never-married","Craft-repair","Own-child","Black","Male",0,0,40,"United States","<=50K"
31,"Private","Middle",7,"Never-married","Transport-moving","Unmarried","White","Male",0,0,40,"United States","<=50K"
32,"Local-gov","Higher Education",13,"Separated","Prof-specialty","Not-in-family","White","Female",0,0,50,"United States",">50K"
51,"Private","Middle",4,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"SudAmerica","<=50K"
35,"Private","Higher Education",11,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"Europe",">50K"
60,"Private","High School",9,"Married-civ-spouse","Tech-support","Wife","White","Female",0,0,40,"United States",">50K"
37,"State-gov","Higher Education",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,55,"United States",">50K"
36,"Private","Higher Education",10,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,52,"United States","<=50K"
51,"Private","Higher Education",11,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"United States",">50K"
45,"Private","Higher Education",12,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,45,"United States",">50K"
64,"Local-gov","High School",9,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,40,"United States","<=50K"
44,"Federal-gov","Higher Education",13,"Married-civ-spouse","Adm-clerical","Husband","Asian-Pac-Islander","Male",0,0,40,"Asia",">50K"
44,"Private","Postgraduate",16,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,55,"United States",">50K"
42,"Self-emp-not-inc","Higher Education",13,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,45,"United States","<=50K"
27,"Private","Higher Education",13,"Married-civ-spouse","Craft-repair","Other-relative","White","Male",0,0,50,"United States","<=50K"
43,"Private","Higher Education",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United States",">50K"
44,"Private","High School",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"Europe","<=50K"
38,"Private","High School",9,"Divorced","Craft-repair","Unmarried","White","Male",0,0,40,"United States","<=50K"
48,"Private","High School",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United States","<=50K"
23,"Private","Higher Education",13,"Never-married","Sales","Not-in-family","White","Female",0,0,45,"United States","<=50K"
41,"Private","Postgraduate",14,"Married-civ-spouse","Prof-specialty","Husband","Asian-Pac-Islander","Male",0,0,55,"Asia",">50K"
46,"Local-gov","Higher Education",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,35,"United States",">50K"
42,"Self-emp-not-inc","High School",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,24,"United States","<=50K"
52,"Private","Higher Education",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United States",">50K"
42,"Private","Higher Education",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United States","<=50K"
42,"Private","Higher Education",10,"Married-spouse-absent","Prof-specialty","Not-in-family","White","Male",0,0,40,"United States",">50K"
26,"Private","Higher Education",13,"Married-civ-spouse","Sales","Wife","White","Female",0,0,40,"United States",">50K"
62,"State-gov","Postgraduate",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,60,"United States",">50K"
45,"Local-gov","Higher Education",10,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,40,"United States",">50K"
22,"Private","High School",9,"Never-married","Craft-repair","Own-child","White","Male",0,0,55,"United States","<=50K"
35,"Private","Middle",7,"Separated","Transport-moving","Not-in-family","White","Male",0,0,90,"United States","<=50K"
22,"Private","Middle",6,"Never-married","Transport-moving","Own-child","White","Male",0,0,25,"United States","<=50K"
23,"Private","High School",9,"Never-married","Tech-support","Own-child","White","Female",0,0,40,"United States","<=50K"
45,"Private","Higher Education",11,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"Canada","<=50K"
29,"Private","Higher Education",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United States",">50K"
62,"Self-emp-not-inc","High School",8,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United States",">50K"
33,"Private","Higher Education",13,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,40,"Europe","<=50K"
28,"Private","Higher Education",12,"Married-civ-spouse","Sales","Husband","White","Male",0,0,30,"United States","<=50K"
47,"Private","High School",9,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"United States",">50K"
34,"Private","Higher Education",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,70,"United States","<=50K"
47,"Private","Higher Education",10,"Separated","Other-service","Not-in-family","Black","Female",0,0,35,"United States","<=50K"
33,"Private","Higher Education",11,"Never-married","Adm-clerical","Not-in-family","White","Male",0,0,45,"United States","<=50K"
55,"Private","Postgraduate",16,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,40,"Europe","<=50K"
20,"Private","High School",9,"Divorced","Sales","Not-in-family","Black","Female",0,0,40,"United States","<=50K"
25,"Private","Higher Education",10,"Separated","Adm-clerical","Unmarried","White","Female",0,0,40,"United States","<=50K"
19,"Private","Higher Education",10,"Never-married","Exec-managerial","Own-child","White","Female",0,0,30,"United States","<=50K"
33,"Self-emp-not-inc","Higher Education",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,45,"United States",">50K"
27,"Private","Middle",4,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,45,"United States","<=50K"
36,"Local-gov","Higher Education",13,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United States","<=50K"
30,"Self-emp-inc","High School",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,65,"Canada",">50K"
22,"Private","Higher Education",13,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,55,"United States","<=50K"
18,"Private","Higher Education",10,"Never-married","Sales","Own-child","White","Female",0,0,40,"United States","<=50K"
32,"State-gov","Higher Education",10,"Never-married","Adm-clerical","Not-in-family","Black","Female",0,0,40,"United States","<=50K"
57,"Private","Higher Education",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United States",">50K"
34,"Private","Higher Education",11,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United States","<=50K"
39,"Local-gov","Postgraduate",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United States",">50K"
61,"Private","Middle",5,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United States","<=50K"
34,"Private","High School",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,44,"United States",">50K"
41,"Private","High School",9,"Never-married","Sales","Own-child","White","Female",0,0,40,"United States","<=50K"
36,"Self-emp-not-inc","High School",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,84,"United States","<=50K"
61,"Self-emp-not-inc","High School",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,52,"United States",">50K"
35,"Private","Higher Education",15,"Married-civ-spouse","Sales","Husband","Asian-Pac-Islander","Male",0,0,35,"Asia","<=50K"
42,"State-gov","Higher Education",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United States",">50K"
26,"Private","Higher Education",13,"Never-married","Tech-support","Not-in-family","White","Male",0,0,40,"United States","<=50K"
44,"Local-gov","Higher Education",10,"Never-married","Other-service","Unmarried","Black","Female",0,0,40,"United States","<=50K"
31,"State-gov","Postgraduate",14,"Never-married","Adm-clerical","Not-in-family","White","Male",0,0,25,"United States","<=50K"
20,"Private","Higher Education",10,"Never-married","Tech-support","Own-child","White","Female",0,0,24,"United States","<=50K"
32,"Self-emp-inc","Higher Education",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United States","<=50K"
61,"Private","Middle",5,"Married-civ-spouse","Machine-op-inspct","Husband","Black","Male",0,0,20,"SudAmerica","<=50K"
23,"Private","Higher Education",12,"Never-married","Craft-repair","Other-relative","White","Male",0,0,40,"United States","<=50K"
29,"Private","High School",9,"Divorced","Other-service","Not-in-family","White","Female",0,0,25,"United States","<=50K"
37,"Private","High School",9,"Divorced","Machine-op-inspct","Not-in-family","White","Female",0,0,40,"United States","<=50K"
60,"Self-emp-not-inc","High School",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United States","<=50K"
29,"Local-gov","Higher Education",10,"Separated","Adm-clerical","Unmarried","White","Female",0,0,38,"United States","<=50K"
48,"Private","High School",9,"Divorced","Machine-op-inspct","Not-in-family","White","Female",0,0,55,"United States","<=50K"
39,"Self-emp-not-inc","High School",9,"Married-civ-spouse","Sales","Wife","Black","Female",0,0,54,"SudAmerica",">50K"
50,"Federal-gov","Postgraduate",14,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,40,"United States",">50K"
30,"Private","Higher Education",11,"Married-civ-spouse","Tech-support","Other-relative","White","Female",0,0,40,"Canada",">50K"
23,"Private","Middle",7,"Never-married","Transport-moving","Own-child","White","Female",0,0,38,"United States","<=50K"
55,"Private","High School",9,"Separated","Handlers-cleaners","Unmarried","White","Male",0,0,40,"United States","<=50K"
40,"Private","Postgraduate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United States",">50K"
26,"Private","High School",9,"Never-married","Handlers-cleaners","Own-child","White","Female",0,0,40,"United States","<=50K"
18,"Private","Middle",7,"Never-married","Craft-repair","Own-child","White","Male",0,0,20,"United States","<=50K"
57,"Private","Higher Education",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United States",">50K"
52,"Private","High School",9,"Divorced","Craft-repair","Unmarried","White","Female",0,0,50,"United States","<=50K"
57,"Self-emp-not-inc","High School",9,"Widowed","Craft-repair","Not-in-family","White","Male",0,0,55,"United States",">50K"
34,"Self-emp-not-inc","High School",9,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,45,"United States",">50K"
29,"Private","Higher Education",10,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,45,"United States",">50K"
35,"Private","Higher Education",13,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United States","<=50K"
36,"Self-emp-not-inc","Higher Education",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,60,"United States",">50K"
49,"Federal-gov","Postgraduate",14,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,56,"United States",">50K"
34,"Self-emp-not-inc","High School",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,"United States","<=50K"
24,"Private","High School",9,"Never-married","Adm-clerical","Not-in-family","White","Male",0,0,40,"United States","<=50K"
34,"Private","Higher Education",10,"Never-married","Sales","Not-in-family","White","Male",0,0,65,"United States","<=50K"
47,"Private","High School",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,50,"United States",">50K"
63,"Private","Higher Education",11,"Widowed","Adm-clerical","Unmarried","White","Female",0,0,8,"United States","<=50K"
35,"Private","High School",9,"Divorced","Sales","Not-in-family","White","Female",0,0,50,"United States","<=50K"
24,"Private","Higher Education",10,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,70,"United States",">50K"
59,"Local-gov","Higher Education",11,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,40,"United States","<=50K"
36,"Private","High School",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United States","<=50K"
22,"Local-gov","Higher Education",10,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,21,"United States","<=50K"
39,"Private","Higher Education",11,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,20,"United States",">50K"
24,"State-gov","Postgraduate",14,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,13,"United States","<=50K"
32,"Self-emp-inc","High School",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,65,"United States",">50K"
40,"Private","Primary",2,"Married-spouse-absent","Machine-op-inspct","Unmarried","White","Female",0,0,40,"SudAmerica","<=50K"
28,"Private","Middle",6,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,"United States","<=50K"
51,"Private","High School",9,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,40,"United States","<=50K"
33,"Private","Higher Education",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United States",">50K"
46,"Private","Higher Education",13,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,45,"United States",">50K"
41,"Private","High School",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,50,"United States",">50K"
60,"Private","Higher Education",12,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,35,"United States",">50K"
18,"Private","Middle",6,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,27,"United States","<=50K"
25,"Private","High School",9,"Married-civ-spouse","Transport-moving","Husband","Black","Male",0,0,30,"United States","<=50K"
41,"Private","Higher Education",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United States",">50K"
27,"Private","Primary",3,"Never-married","Transport-moving","Not-in-family","White","Male",0,0,40,"Mexico","<=50K"
41,"Federal-gov","High School",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United States",">50K"
42,"Private","Higher Education",12,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,"United States",">50K"
54,"Private","High School",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,45,"United States","<=50K"
27,"Self-emp-not-inc","Middle",7,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United States","<=50K"
27,"Self-emp-inc","Higher Education",10,"Never-married","Adm-clerical","Own-child","White","Female",0,0,45,"United States","<=50K"
55,"Self-emp-not-inc","High School",9,"Widowed","Other-service","Not-in-family","White","Female",0,0,25,"SudAmerica","<=50K"
23,"Private","High School",9,"Never-married","Adm-clerical","Own-child","Black","Female",0,0,40,"United States","<=50K"
34,"Private","Higher Education",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"Asia",">50K"
49,"Private","High School",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,50,"United States","<=50K"
48,"Private","High School",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,45,"United States",">50K"
41,"Private","High School",9,"Separated","Machine-op-inspct","Unmarried","White","Female",0,0,40,"United States","<=50K"
48,"State-gov","Higher Education",11,"Divorced","Prof-specialty","Unmarried","White","Female",0,0,56,"United States",">50K"
70,"Private","Higher Education",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,70,"United States",">50K"
38,"Private","Higher Education",15,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,50,"United States","<=50K"
34,"Private","High School",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United States","<=50K"
31,"Private","Higher Education",10,"Never-married","Farming-fishing","Not-in-family","White","Female",0,0,45,"United States","<=50K"
64,"Private","Higher Education",10,"Widowed","Tech-support","Unmarried","White","Female",0,0,40,"United States","<=50K"
26,"Local-gov","Higher Education",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,28,"SudAmerica","<=50K"
37,"Private","High School",9,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,40,"United States",">50K"
49,"Private","High School",9,"Divorced","Prof-specialty","Not-in-family","White","Male",0,0,42,"United States","<=50K"
42,"Private","Higher Education",13,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,58,"United States","<=50K"
61,"Private","Middle",5,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United States","<=50K"
64,"Self-emp-not-inc","Higher Education",13,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,5,"United States","<=50K"
24,"Private","Higher Education",13,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,40,"United States","<=50K"
18,"Private","Higher Education",10,"Divorced","Other-service","Own-child","White","Male",0,0,15,"United States","<=50K"
40,"State-gov","Postgraduate",14,"Divorced","Prof-specialty","Not-in-family","White","Female",0,0,45,"United States","<=50K"
56,"Federal-gov","Higher Education",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United States","<=50K"
23,"Private","High School",9,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United States","<=50K"
